22.07.2026                                                       การแสดงรายการแบบไดนามิก                                                               1
--------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------
|  วัสดุ        |คำอธิบายวัสดุ                           |Plnt|ใบสั่ง|โครงข่าย  |        องค์ประกอบ WBS|MvT|ปม.ต้องการ|RemovedQty|ปริมาณต่าง|วันต้องการ|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005293506|C-69-D-NGECS.0037.01.1|581|       25 |        0 |       25 |28.04.2026|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |8005293506|C-69-D-NGECS.0037.01.1|581|        6 |        0 |        6 |28.04.2026|
|  1-02-026-0302|PREFORMED D/E, AW 95 SQ.MM.             |D060|      |8005293506|C-69-D-NGECS.0037.01.1|581|        1 |        0 |        1 |28.04.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005293506|C-69-D-NGECS.0037.01.1|581|       28 |        0 |       28 |28.04.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |8005293506|C-69-D-NGECS.0037.01.1|581|        7 |        0 |        7 |28.04.2026|
|  1-03-013-0001|RACK, 3X200 MM. EXT.BACK                |D060|      |8005293506|C-69-D-NGECS.0037.01.1|581|        3 |        0 |        3 |28.04.2026|
|  1-03-013-0100|CLEVIS,FLAT STEEL 4 1/4,INSULATOR,53-2  |D060|      |8005293506|C-69-D-NGECS.0037.01.1|581|        5 |        0 |        5 |28.04.2026|
|  1-00-004-0001|ANCHOR,PLATE, CONCRETE 550X550X150 MM.  |D060|      |8005294254|C-69-D-NPNSR.0340.02.1|581|        3 |        0 |        3 |28.04.2026|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |8005294254|C-69-D-NPNSR.0340.02.1|581|       36 |        0 |       36 |28.04.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005294254|C-69-D-NPNSR.0340.02.1|581|        3 |        0 |        3 |28.04.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005294254|C-69-D-NPNSR.0340.02.1|581|        3 |        0 |        3 |28.04.2026|
|  1-01-021-0000|ROD,ANCHOR,ROUND EYE M.16, 2 M.LONG     |D060|      |8005294254|C-69-D-NPNSR.0340.02.1|581|        3 |        0 |        3 |28.04.2026|
|  1-01-021-0300|ANCLE GUY ATTACHMENT 30 DEG.            |D060|      |8005294254|C-69-D-NPNSR.0340.02.1|581|        3 |        0 |        3 |28.04.2026|
|  1-01-021-0304|THIMBLE,GUY,FOR STEEL WIRE 50-95 SQ.MM. |D060|      |8005294254|C-69-D-NPNSR.0340.02.1|581|        3 |        0 |        3 |28.04.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |8005294254|C-69-D-NPNSR.0340.02.1|581|       18 |        0 |       18 |28.04.2026|
|  1-03-003-0100|INSULATOR,STRAIN,CLASS 54-1 TIS.280     |D060|      |8005294254|C-69-D-NPNSR.0340.02.1|581|        3 |        0 |        3 |28.04.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |7001215327|  I-68-D-NPNNW.IQ.9022|581|        1 |        0 |        1 |29.04.2026|
|  1-00-011-0000|CROSSARM 100X100X1,500 MM.              |D060|      |7001215333|  I-68-D-NPNNW.IQ.9022|581|        1 |        0 |        1 |29.04.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |7001215333|  I-68-D-NPNNW.IQ.9022|581|        2 |        0 |        2 |29.04.2026|
|  1-04-003-0002|FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K    |D060|      |7001215333|  I-68-D-NPNNW.IQ.9022|581|        2 |        0 |        2 |29.04.2026|
|  1-05-000-0002|TR., 30 KVA. 1 P 3 W,22-0.46-0.23 KV.   |D060|      |7001215333|  I-68-D-NPNNW.IQ.9022|581|        1 |        0 |        1 |29.04.2026|
|  1-02-044-0105|BRACKET,FOR AERIAL CABLE TANGENT SUPPORT|D060|      |7001215969|  I-68-D-NPNPP.IQ.9024|581|        1 |        0 |        1 |05.05.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |7001215972|  I-68-D-NPNPP.IQ.9024|581|        2 |        0 |        2 |05.05.2026|
|  1-04-002-0100|L.T. FUSE-SWITCHES 1X400 A. 500 V.      |D060|      |7001215972|  I-68-D-NPNPP.IQ.9024|581|        2 |        0 |        2 |05.05.2026|
|  1-04-003-0002|FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K    |D060|      |7001215972|  I-68-D-NPNPP.IQ.9024|581|        2 |        0 |        2 |05.05.2026|
|  1-05-000-0002|TR., 30 KVA. 1 P 3 W,22-0.46-0.23 KV.   |D060|      |7001215972|  I-68-D-NPNPP.IQ.9024|581|        1 |        0 |        1 |05.05.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |7001217219|  I-69-D-NGEPS.DT.0001|581|        7 |        0 |        7 |07.05.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |7001217219|  I-69-D-NGEPS.DT.0001|581|        6 |        0 |        6 |07.05.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |7001217219|  I-69-D-NGEPS.DT.0001|581|       12 |        0 |       12 |07.05.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001217219|  I-69-D-NGEPS.DT.0001|581|        6 |        0 |        6 |07.05.2026|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |7001217219|  I-69-D-NGEPS.DT.0001|581|      350 |        0 |      350 |07.05.2026|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |7001217219|  I-69-D-NGEPS.DT.0001|581|       24 |        0 |       24 |07.05.2026|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |7001217219|  I-69-D-NGEPS.DT.0001|581|       10 |        0 |       10 |07.05.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |7001217219|  I-69-D-NGEPS.DT.0001|581|       28 |        0 |       28 |07.05.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |7001217219|  I-69-D-NGEPS.DT.0001|581|       10 |        0 |       10 |07.05.2026|
|  1-03-013-0002|RACK, 4X200 MM. EXT.BACK                |D060|      |7001217219|  I-69-D-NGEPS.DT.0001|581|        2 |        0 |        2 |07.05.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |7001217497|  I-69-D-NPNPP.JL.1002|581|        1 |        0 |        1 |08.05.2026|
|  1-06-005-0001|METER,WATTHOUR,1 P,2 W 5(15)A.,O/D      |D060|      |7001217499|  I-69-D-NPNPP.JL.1002|581|       32 |        0 |       32 |08.05.2026|
|  1-00-001-0004|POLE 12 M.                              |D060|      |7001217541|  I-69-D-NPNXX.JL.1003|581|        1 |        0 |        1 |08.05.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |7001217541|  I-69-D-NPNXX.JL.1003|581|        2 |        0 |        2 |08.05.2026|
|  1-01-001-0002|ST. ANG.,OHGW. COR. BAYONET 2.25 M..LONG|D060|      |7001217541|  I-69-D-NPNXX.JL.1003|581|        2 |        0 |        2 |08.05.2026|
|  1-01-010-0002|ST. WIRE, STRANDED 25 SQ.MM.TIS.404     |D060|      |7001217541|  I-69-D-NPNXX.JL.1003|581|    2.500 |        0 |    2.500 |08.05.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |7001217541|  I-69-D-NPNXX.JL.1003|581|        2 |        0 |        2 |08.05.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |7001217541|  I-69-D-NPNXX.JL.1003|581|        1 |        0 |        1 |08.05.2026|
|  1-01-011-0205|BOLT,MACHINE M.16X350 MM.               |D060|      |7001217541|  I-69-D-NPNXX.JL.1003|581|        1 |        0 |        1 |08.05.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001217541|  I-69-D-NPNXX.JL.1003|581|        5 |        0 |        5 |08.05.2026|
|  1-01-018-0201|WASHER,SQUARE,CURVED 60X60X5 MM.        |D060|      |7001217541|  I-69-D-NPNXX.JL.1003|581|        3 |        0 |        3 |08.05.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |7001217541|  I-69-D-NPNXX.JL.1003|581|        1 |        0 |        1 |08.05.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |7001217541|  I-69-D-NPNXX.JL.1003|581|        4 |        0 |        4 |08.05.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |7001217541|  I-69-D-NPNXX.JL.1003|581|        2 |        0 |        2 |08.05.2026|
|  1-03-001-0002|INSULATOR,LINE-POST, 22 KV.,57-2L,P/A   |D060|      |7001217541|  I-69-D-NPNXX.JL.1003|581|        3 |        0 |        3 |08.05.2026|
|  1-00-001-0002|POLE  9 M.                              |D060|      |7001217543|  I-69-D-NPNXX.JL.1003|581|        2 |        0 |        2 |08.05.2026|
|  1-03-013-0002|RACK, 4X200 MM. EXT.BACK                |D060|      |7001217543|  I-69-D-NPNXX.JL.1003|581|        2 |        0 |        2 |08.05.2026|
|  1-06-005-0001|METER,WATTHOUR,1 P,2 W 5(15)A.,O/D      |D060|      |7001217545|  I-69-D-NPNXX.JL.1003|581|        2 |        0 |        2 |08.05.2026|
|  1-00-001-0004|POLE 12 M.                              |D060|      |7001217547|  I-69-D-NPNXX.JL.1003|581|        1 |        0 |        1 |08.05.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |7001217547|  I-69-D-NPNXX.JL.1003|581|        2 |        0 |        2 |08.05.2026|
|  1-00-021-0000|BEAM, SPUN 100X100X3,200 MM.            |D060|      |7001217547|  I-69-D-NPNXX.JL.1003|581|        2 |        0 |        2 |08.05.2026|
|  1-00-021-0001|BEAM 150X250X3,450 MM.                  |D060|      |7001217547|  I-69-D-NPNXX.JL.1003|581|        2 |        0 |        2 |08.05.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |7001217547|  I-69-D-NPNXX.JL.1003|581|        4 |        0 |        4 |08.05.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |7001217547|  I-69-D-NPNXX.JL.1003|581|        3 |        0 |        3 |08.05.2026|
|  1-04-002-0100|L.T. FUSE-SWITCHES 1X400 A. 500 V.      |D060|      |7001217547|  I-69-D-NPNXX.JL.1003|581|        6 |        0 |        6 |08.05.2026|
|  1-04-003-0004|FUSE LINK 22 KV. 8 A.EEI-NEMA TYPE K    |D060|      |7001217547|  I-69-D-NPNXX.JL.1003|581|        3 |        0 |        3 |08.05.2026|
|  1-05-001-0068|TR.,160KVA,3P,22-0.416/0.24KV,DYN11, SC |D060|      |7001217547|  I-69-D-NPNXX.JL.1003|581|        1 |        0 |        1 |08.05.2026|
|  1-03-011-0000|CLAMP,STRAIN,AL 35-70,ACSR 35-50 SQ.MM. |D060|      |7001217571|  I-69-D-NPNXX.JL.1005|581|        6 |        0 |        6 |08.05.2026|
|  1-00-011-0000|CROSSARM 100X100X1,500 MM.              |D060|      |7001217574|  I-69-D-NPNXX.JL.1005|581|        1 |        0 |        1 |22.07.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |7001217574|  I-69-D-NPNXX.JL.1005|581|        2 |        0 |        2 |22.07.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |7001217574|  I-69-D-NPNXX.JL.1005|581|        2 |        0 |        2 |22.07.2026|
|  1-04-002-0100|L.T. FUSE-SWITCHES 1X400 A. 500 V.      |D060|      |7001217574|  I-69-D-NPNXX.JL.1005|581|        1 |        0 |        1 |22.07.2026|
|  1-04-003-0002|FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K    |D060|      |7001217574|  I-69-D-NPNXX.JL.1005|581|        2 |        0 |        2 |22.07.2026|
|  1-05-000-0002|TR., 30 KVA. 1 P 3 W,22-0.46-0.23 KV.   |D060|      |7001217574|  I-69-D-NPNXX.JL.1005|581|        1 |        0 |        1 |22.07.2026|
|  1-06-005-0001|METER,WATTHOUR,1 P,2 W 5(15)A.,O/D      |D060|      |7001217583|  I-69-D-NPNSS.JL.1001|581|       85 |        0 |       85 |08.05.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |7001217888|  I-68-D-TPNXX.IQ.9009|581|        8 |        0 |        8 |16.06.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |7001217888|  I-68-D-TPNXX.IQ.9009|581|       16 |        0 |       16 |16.06.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001217888|  I-68-D-TPNXX.IQ.9009|581|       16 |        0 |       16 |16.06.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |7001217888|  I-68-D-TPNXX.IQ.9009|581|       24 |        0 |       24 |16.06.2026|
|  1-03-013-0001|RACK, 3X200 MM. EXT.BACK                |D060|      |7001217888|  I-68-D-TPNXX.IQ.9009|581|        8 |        0 |        8 |16.06.2026|
|  1-00-011-0000|CROSSARM 100X100X1,500 MM.              |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        1 |        0 |        1 |16.06.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        1 |        0 |        1 |16.06.2026|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|       20 |        0 |       20 |16.06.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        6 |        0 |        6 |16.06.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        4 |        0 |        4 |16.06.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        1 |        0 |        1 |16.06.2026|
|  1-01-011-0205|BOLT,MACHINE M.16X350 MM.               |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        1 |        0 |        1 |16.06.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|       11 |        0 |       11 |16.06.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        3 |        0 |        3 |16.06.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        4 |        0 |        4 |16.06.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        2 |        0 |        2 |16.06.2026|
|  1-02-005-0000|CABLE,AERIAL,AL 22 KV. 1X50 SQ.MM.      |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        9 |        0 |        9 |16.06.2026|
|  1-02-030-0102|CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        2 |        0 |        2 |16.06.2026|
|  1-02-033-0005|HOTLINE BAIL-CLAMP,MAIN 35-70 SQ.MM.    |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        2 |        0 |        2 |16.06.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        2 |        0 |        2 |16.06.2026|
|  1-02-042-0400|PIN TERMINAL,FOR AL.CONDUCTOR 50 SQ.MM. |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        2 |        0 |        2 |16.06.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        2 |        0 |        2 |16.06.2026|
|  1-04-000-0007|S.A., 21 KV.5 KA.,WITHOUT BRACKET       |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        2 |        0 |        2 |16.06.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        2 |        0 |        2 |16.06.2026|
|  1-04-002-0002|H.R.C. FUSE 80 A.DIN OR BS              |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        2 |        0 |        2 |16.06.2026|
|  1-04-002-0100|L.T. FUSE-SWITCHES 1X400 A. 500 V.      |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        2 |        0 |        2 |16.06.2026|
|  1-04-003-0002|FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K    |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        2 |        0 |        2 |16.06.2026|
|  1-05-000-0002|TR., 30 KVA. 1 P 3 W,22-0.46-0.23 KV.   |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        1 |        0 |        1 |16.06.2026|
|  1-05-010-0003|BRACKET,ST.,FOR TR. SECONDARY LEAD      |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        2 |        0 |        2 |16.06.2026|
|  1-09-025-0040|DROPOUT FUSE CUTOUT COVERS              |D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        2 |        0 |        2 |16.06.2026|
|  9-09-001-1007|WELDING POWDER, ST. WIRE 50 SQ.MM. TO GD|D060|      |7001217892|  I-68-D-TPNXX.IQ.9009|581|        3 |        0 |        3 |16.06.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |8005303118|C-69-D-NPNSR.0319.03.1|581|        2 |        0 |        2 |20.07.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005303118|C-69-D-NPNSR.0319.03.1|581|        1 |        0 |        1 |20.07.2026|
|  1-01-011-0207|BOLT,MACHINE M.16X450 MM.               |D060|      |8005303118|C-69-D-NPNSR.0319.03.1|581|        1 |        0 |        1 |20.07.2026|
|  1-01-013-0001|BOLT,DOUBLE ARMING,ROUND EYE M.16X450MM.|D060|      |8005303118|C-69-D-NPNSR.0319.03.1|581|        3 |        0 |        3 |20.07.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005303118|C-69-D-NPNSR.0319.03.1|581|       14 |        0 |       14 |20.07.2026|
|  1-01-020-0004|BRACE,ALLEY ARM 40X40X5 MM. 2.12 M.LONG |D060|      |8005303118|C-69-D-NPNSR.0319.03.1|581|        1 |        0 |        1 |20.07.2026|
|  1-03-001-0101|INSULATOR,PIN POST,22 KV. P/A           |D060|      |8005303118|C-69-D-NPNSR.0319.03.1|581|        2 |        0 |        2 |20.07.2026|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |8005303118|C-69-D-NPNSR.0319.03.1|581|        9 |        0 |        9 |20.07.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |7001219942|  I-69-D-NPNNW.JL.1004|581|        1 |        0 |        1 |15.05.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|        2 |        0 |        2 |15.05.2026|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|       24 |        0 |       24 |15.05.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|        4 |        0 |        4 |15.05.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|        4 |        0 |        4 |15.05.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|        5 |        0 |        5 |15.05.2026|
|  1-01-011-0205|BOLT,MACHINE M.16X350 MM.               |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|        1 |        0 |        1 |15.05.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|       21 |        0 |       21 |15.05.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|        1 |        0 |        1 |15.05.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|        4 |        0 |        4 |15.05.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|        4 |        0 |        4 |15.05.2026|
|  1-02-005-0000|CABLE,AERIAL,AL 22 KV. 1X50 SQ.MM.      |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|       15 |        0 |       15 |15.05.2026|
|  1-02-007-0004|CABLE,AL,750 V,95 SQ.MM. TIS.293        |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|       90 |        0 |       90 |15.05.2026|
|  1-02-030-0102|CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|        5 |        0 |        5 |15.05.2026|
|  1-02-033-0005|HOTLINE BAIL-CLAMP,MAIN 35-70 SQ.MM.    |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|        3 |        0 |        3 |15.05.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|        3 |        0 |        3 |15.05.2026|
|  1-02-042-0400|PIN TERMINAL,FOR AL.CONDUCTOR 50 SQ.MM. |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|        3 |        0 |        3 |15.05.2026|
|  1-04-000-0007|S.A., 21 KV.5 KA.,WITHOUT BRACKET       |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|        3 |        0 |        3 |15.05.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|        3 |        0 |        3 |15.05.2026|
|  1-04-002-0100|L.T. FUSE-SWITCHES 1X400 A. 500 V.      |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|        6 |        0 |        6 |15.05.2026|
|  1-04-003-0004|FUSE LINK 22 KV. 8 A.EEI-NEMA TYPE K    |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|        3 |        0 |        3 |15.05.2026|
|  1-05-001-0068|TR.,160KVA,3P,22-0.416/0.24KV,DYN11, SC |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|        1 |        0 |        1 |15.05.2026|
|  1-06-010-0000|CABLE PLATE, SIZE 2X20X20 CM.           |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|        6 |        0 |        6 |15.05.2026|
|  1-09-025-0040|DROPOUT FUSE CUTOUT COVERS              |D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|        3 |        0 |        3 |15.05.2026|
|  9-09-001-1007|WELDING POWDER, ST. WIRE 50 SQ.MM. TO GD|D060|      |7001219945|  I-69-D-NPNNW.JL.1004|581|        3 |        0 |        3 |15.05.2026|
|  1-00-011-0000|CROSSARM 100X100X1,500 MM.              |D060|      |7001220168|  I-69-D-NPNPP.JL.1006|581|        1 |        0 |        1 |15.05.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |7001220168|  I-69-D-NPNPP.JL.1006|581|        1 |        0 |        1 |15.05.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |7001220168|  I-69-D-NPNPP.JL.1006|581|        4 |        0 |        4 |15.05.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |7001220168|  I-69-D-NPNPP.JL.1006|581|        2 |        0 |        2 |15.05.2026|
|  1-04-003-0002|FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K    |D060|      |7001220168|  I-69-D-NPNPP.JL.1006|581|        2 |        0 |        2 |15.05.2026|
|  1-05-000-0002|TR., 30 KVA. 1 P 3 W,22-0.46-0.23 KV.   |D060|      |7001220168|  I-69-D-NPNPP.JL.1006|581|        1 |        0 |        1 |15.05.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |7001220215|  I-69-D-NGEXX.JL.1001|581|        1 |        0 |        1 |15.05.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |7001220215|  I-69-D-NGEXX.JL.1001|581|        2 |        0 |        2 |15.05.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001220215|  I-69-D-NGEXX.JL.1001|581|        2 |        0 |        2 |15.05.2026|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |7001220215|  I-69-D-NGEXX.JL.1001|581|        2 |        0 |        2 |15.05.2026|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |7001220215|  I-69-D-NGEXX.JL.1001|581|        1 |        0 |        1 |15.05.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |7001220215|  I-69-D-NGEXX.JL.1001|581|        4 |        0 |        4 |15.05.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |7001220215|  I-69-D-NGEXX.JL.1001|581|        1 |        0 |        1 |15.05.2026|
|  1-03-013-0100|CLEVIS,FLAT STEEL 4 1/4,INSULATOR,53-2  |D060|      |7001220215|  I-69-D-NGEXX.JL.1001|581|        2 |        0 |        2 |15.05.2026|
|  1-00-011-0000|CROSSARM 100X100X1,500 MM.              |D060|      |7001220224|  I-69-D-NGEXX.JL.1001|581|        1 |        0 |        1 |15.05.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |7001220224|  I-69-D-NGEXX.JL.1001|581|        2 |        0 |        2 |15.05.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |7001220224|  I-69-D-NGEXX.JL.1001|581|        1 |        0 |        1 |15.05.2026|
|  1-01-011-0205|BOLT,MACHINE M.16X350 MM.               |D060|      |7001220224|  I-69-D-NGEXX.JL.1001|581|        1 |        0 |        1 |15.05.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001220224|  I-69-D-NGEXX.JL.1001|581|        5 |        0 |        5 |15.05.2026|
